0400 - Fornitore;t_cotp;NrOdA;t_odat;t_pono;t_item;4050 - Qta Ordinata (kg);4050 - Importo Ordinato
BP0003770;A02;OA0000701;04/03/2021;30;XXIMPEL1500;?;56019
BP0003770;A02;OA0000701;04/03/2021;40;XXIMPEL1000VEN;?;56019
BP0003770;A02;OA0000701;04/03/2021;50;XXIMPEL1250VEN;?;56019
BP0003969;A02;OA0000702;04/03/2021;10;XXIMPEL1000FIB;?;105045
BP0003969;A02;OA0000702;04/03/2021;20;XXIMPEL1250FIB;?;105045
BP0003969;A02;OA0000702;04/03/2021;30;XXIMPEL1500FIB;?;105045
BP0003969;A02;OA0000702;04/03/2021;40;XXIMPEL1000BNAA;?;105045
BP0003969;A02;OA0000702;04/03/2021;50;XXIMPEL1250BNAA;?;105045
BP0003518;A02;OA0000703;04/03/2021;10;XXIMPEL1500LB;?;3975
BP0001372;A01;OA0000704;04/03/2021;10;NSAV070GA2L;4914;36613,29
BP0001372;A01;OA0000704;04/03/2021;20;NSAV070GA2L;6806;36613,29
BP0004229;A01;OA0000705;04/03/2021;10;NSAI0603042B;64548;289523,93
BP0004229;A01;OA0000705;04/03/2021;20;NSAI0603042B;20199;289523,93
BP0004229;A01;OA0000705;04/03/2021;30;NSAI0803042B;65270;289523,93
BP0004229;A01;OA0000705;04/03/2021;40;NSAI1503042B;20433;289523,93
BP0006232;A01;OA0000706;04/03/2021;10;NSAI0503042B;168390;639600
BP0006232;A01;OA0000706;04/03/2021;20;NSAI0703042B;21262;639600
BP0006232;A01;OA0000706;04/03/2021;30;NSAI1003042B;0;639600
BP0006232;A01;OA0000706;04/03/2021;40;NSAI3003042B;20959;639600
BP0006232;A01;OA0000706;04/03/2021;50;NSAI0503162B;21044;639600
BP0006232;A01;OA0000706;04/03/2021;60;NSAI1003162B;21024;639600
BP0006232;A01;OA0000706;04/03/2021;70;NSAI3003162B;20821;639600
BP0006232;A01;OA0000706;04/03/2021;80;NSAI1003042B;41760;639600
BP0005438;A01;OA0000707;04/03/2021;10;NSAI080304BA;17884;121965,32
BP0005438;A01;OA0000707;04/03/2021;20;NSAI100304BA;22808;121965,32
BP0000681;A01;OA0000708;05/03/2021;10;NSCU080DSCR;2016;79299
BP0000681;A01;OA0000708;05/03/2021;20;NSCU080DSCR;1598;79299
BP0000681;A01;OA0000708;05/03/2021;30;NSCU080DSCR;2008;79299
BP0000681;A01;OA0000708;05/03/2021;40;NSCU080DSCR;1610;79299
BP0000681;A01;OA0000708;05/03/2021;50;NSCU080DSCR;2380;79299
BP0001372;A01;OA0000709;05/03/2021;10;NSAV050PR2L;2877;8372,07
BP0003130;A01;OA0000710;05/03/2021;10;NSAL0701050H22;10022;139694,67
BP0003130;A01;OA0000710;05/03/2021;20;NSAL0801050H24GOF;6060;139694,67
BP0003130;A01;OA0000710;05/03/2021;30;NSAL1001050H24;26300;139694,67
BP0003130;A01;OA0000710;05/03/2021;40;NSAL1001050H24;7006;139694,67
BP0003130;A01;OA0000710;05/03/2021;50;NSAL1001050H24;28914;139694,67
BP0000855;A01;OA0000711;05/03/2021;10;NSAI080304BA;4750;13110
BP0002105;A02;OA0000712;08/03/2021;10;XXIMLE-SELLE-MISURA;20;440
BP0003242;A01;OA0000713;08/03/2021;10;NSAL0803105H24;6382;69184,2
BP0003242;A01;OA0000713;08/03/2021;20;NSAL1003105H24;19433;69184,2
BP0006107;A01;OA0000714;08/03/2021;40;NSAI1503042B;20380;379527,3
BP0006107;A01;OA0000714;08/03/2021;50;NSAI1503042B;119290;379527,3
BP0006107;A01;OA0000714;08/03/2021;60;NSAI2003042B;126920;379527,3
BP0006107;A01;OA0000714;08/03/2021;70;NSAI0803042B;20302;379527,3
BP0002014;A01;OA0000715;08/03/2021;10;XXIMLEFO150X300;23;690
BP0004389;A01;OA0000716;09/03/2021;10;XXIMLEEURO;1;7,4
BP0003938;A01;OA0000717;09/03/2021;10;NSAL0701050H24;6110;269527,65
BP0003938;A01;OA0000717;09/03/2021;20;NSAL0801050H24;9877;269527,65
BP0003938;A01;OA0000717;09/03/2021;30;NSAL0801050H24;7986;269527,65
BP0003938;A01;OA0000717;09/03/2021;40;NSAL1001050H24;19474;269527,65
BP0003938;A01;OA0000717;09/03/2021;50;NSAL1001050H24;14832;269527,65
BP0003938;A01;OA0000717;09/03/2021;60;NSAL1201050H24;4957;269527,65
BP0003938;A01;OA0000717;09/03/2021;70;NSAL1201050H24;4806;269527,65
BP0003938;A01;OA0000717;09/03/2021;80;NSAL1501050H24;7007;269527,65
BP0003938;A01;OA0000717;09/03/2021;90;NSAL1501050H24;6818;269527,65
BP0003938;A01;OA0000717;09/03/2021;100;NSAL1501050H24;24144;269527,65
BP0003938;A01;OA0000717;09/03/2021;110;NSAL1501050H24;20152;269527,65
BP0003938;A01;OA0000717;09/03/2021;120;NSAL2001050H24;4858;269527,65
BP0003938;A01;OA0000717;09/03/2021;130;NSAL2001050H24;17770;269527,65
BP0003938;A01;OA0000717;09/03/2021;140;NSAL1501050H24;4871;269527,65
BP0003938;A01;OA0000717;09/03/2021;150;NSAL0801050H24;1990;269527,65
BP0003969;A02;OA0000718;10/03/2021;10;XXIMPEL-FUORI-STANDARD;?;2467,5
BP0001372;A01;OA0000719;10/03/2021;10;NSAV080BR2L;43744;199927,36
BP0001372;A01;OA0000719;10/03/2021;20;NSAV080BR2L;28260;199927,36
BP0001372;A01;OA0000719;10/03/2021;30;NSAV100BR2L;13876;199927,36
BP0001372;A01;OA0000720;10/03/2021;10;NSAV150B91P;2840;23086,85
BP0001372;A01;OA0000720;10/03/2021;20;NSAV150GA1P;3374;23086,85
BP0002050;A01;OA0000721;10/03/2021;10;NSAI1503042B;8270;25248
BP0001104;A01;OA0000722;10/03/2021;10;TRAI20030430606H;383,7600016;3951
BP0001104;A01;OA0000722;10/03/2021;20;FOAI300304F1;966;3951
BP0002105;A02;OA0000723;11/03/2021;10;XXIMLEFO100X400;54;9811
BP0002105;A02;OA0000723;11/03/2021;20;XXIMLE6X6X500;1565;9811
BP0004933;A02;OA0000724;11/03/2021;10;XXRA1300X400AM;4;7014,2
BP0004933;A02;OA0000724;11/03/2021;20;XXRA1550X400AC;1;7014,2
BP0004933;A02;OA0000724;11/03/2021;30;XXRA1550X400AFR;1;7014,2
BP0004933;A02;OA0000724;11/03/2021;40;XXRA1550X400AM;3;7014,2
BP0000563;A02;OA0000725;11/03/2021;10;XXNA1600X280012;53;4200
BP0000563;A02;OA0000725;11/03/2021;20;XXNA1600X280032;71;4200
BP0004906;A01;OA0000726;12/03/2021;10;NSAA150H1415N;1400;5838
BP0004906;A01;OA0000727;12/03/2021;10;NSAA100H1415N;3650;63500
BP0004906;A01;OA0000727;12/03/2021;20;NSAA150H1415N;4100;63500
BP0004906;A01;OA0000727;12/03/2021;30;NSAA150H1415N;16204;63500
BP0004594;A01;OA0000728;12/03/2021;10;NSAL2001050H24;9540;50346
BP0004594;A01;OA0000728;12/03/2021;20;NSAL3001050H24;9416;50346
BP0000563;A02;OA0000729;12/03/2021;10;XXNA1600X280024;57;7500
BP0000563;A02;OA0000729;12/03/2021;20;XXNA1600X28CS24;142;7500
BP0000563;A02;OA0000729;12/03/2021;30;XXNA1600X28CS18;105;7500
BP0004197;A01;OA0000730;12/03/2021;10;FOAV200B91P;472;10491,8
BP0004197;A01;OA0000730;12/03/2021;20;FOAV200B91P;672;10491,8
BP0004197;A01;OA0000730;12/03/2021;30;FOAV200B91P;606;10491,8
BP0004197;A01;OA0000730;12/03/2021;40;FOAV200B91P;471;10491,8
BP0004197;A01;OA0000730;12/03/2021;50;FOAV200B91P;914;10491,8
BP0003653;A01;OA0000731;12/03/2021;10;FOCU050DCOT;2778;20987,5
BP0006240;A01;OA0000732;12/03/2021;10;NSAI050304BA;30894;721607,5
BP0006240;A01;OA0000732;12/03/2021;20;NSAI060304BA;37142;721607,5
BP0006240;A01;OA0000732;12/03/2021;30;NSAI080304BA;18566;721607,5
BP0006240;A01;OA0000732;12/03/2021;40;NSAI150304BA;19971;721607,5
BP0006240;A01;OA0000732;12/03/2021;50;NSAI200304BA;14807;721607,5
BP0006240;A01;OA0000732;12/03/2021;60;NSAI200304BA;95918;721607,5
BP0006240;A01;OA0000732;12/03/2021;70;NSAI0603162B;14427;721607,5
BP0006240;A01;OA0000732;12/03/2021;80;NSAI050316BA;51693;721607,5
BP0005438;A01;OA0000733;15/03/2021;10;NSAI0804302B;14602;438514,67
BP0005438;A01;OA0000733;15/03/2021;20;NSAI0804302B;108700;438514,67
BP0005438;A01;OA0000733;15/03/2021;30;NSAI3004302B;193302;438514,67
BP0005438;A01;OA0000733;15/03/2021;40;NSAI070430BA;16300;438514,67
BP0005438;A01;OA0000733;15/03/2021;50;NSAI150430BA;0;438514,67
BP0005438;A01;OA0000733;15/03/2021;60;NSAI0804302B;6649;438514,67
BP0005438;A01;OA0000734;15/03/2021;10;NSAI050304BA;15033;248733,29
BP0005438;A01;OA0000734;15/03/2021;20;NSAI060304BA;33886;248733,29
BP0005438;A01;OA0000734;15/03/2021;30;NSAI080304BA;32412;248733,29
BP0005438;A01;OA0000734;15/03/2021;40;NSAI150304BA;13898;248733,29
BP0005438;A01;OA0000734;15/03/2021;50;NSAI150304BA;15148;248733,29
BP0004197;A01;OA0000735;15/03/2021;10;NSAV200CS1P;1838;6545
BP0004534;A02;OA0000736;16/03/2021;10;XXIMCAAN60X60X5;40000;14478
BP0004534;A02;OA0000736;16/03/2021;20;XXIMCAAN45X45X3;15000;14478
BP0004534;A02;OA0000736;16/03/2021;30;XXIMCAAN50X90X3;6000;14478
BP0004534;A02;OA0000736;16/03/2021;40;XXIMCAAN60X60X3;50000;14478
BP0004500;A01;OA0000737;16/03/2021;10;NSAI0603042B;0;1084000
BP0004500;A01;OA0000737;16/03/2021;20;NSAI0803042B;0;1084000
BP0004500;A01;OA0000737;16/03/2021;30;NSAI1003042B;0;1084000
BP0004500;A01;OA0000737;16/03/2021;40;NSAI1503042B;0;1084000
BP0004500;A01;OA0000737;16/03/2021;50;NSAI0503042B;0;1084000
BP0004500;A01;OA0000737;16/03/2021;60;NSAI0603042B;0;1084000
BP0004500;A01;OA0000737;16/03/2021;70;NSAI0803042B;0;1084000
BP0004500;A01;OA0000737;16/03/2021;80;NSAI1003042B;0;1084000
BP0006107;A01;OA0000738;16/03/2021;10;FOAI4003042B;18155;280218,6
BP0006107;A01;OA0000738;16/03/2021;20;FOAI5003042B;20577;280218,6
BP0006107;A01;OA0000738;16/03/2021;40;FOAI800304F1;59260;280218,6
BP0006107;A01;OA0000738;16/03/2021;50;FOAI10M304F1;55710;280218,6
BP0006107;A01;OA0000738;16/03/2021;60;FOAI500316F1;17945;280218,6
BP0000610;A01;OA0000739;16/03/2021;10;NSAL06010500;605;2664
BP0000610;A01;OA0000739;16/03/2021;20;NSAL06010500;217;2664
BP0000610;A01;OA0000739;16/03/2021;30;NSAL06010500;342;2664
BP0000610;A02;OA0000741;16/03/2021;10;ACCCUCO120;50;57,05
BP0003653;A01;OA0000742;17/03/2021;10;NSCU100DCOT;5538;41625
BP0004658;A01;OA0000744;17/03/2021;10;NSAI0604302B;61006;1943041,76
BP0004658;A01;OA0000744;17/03/2021;20;NSAI0604302B;35898;1943041,76
BP0004658;A01;OA0000744;17/03/2021;30;NSAI0704302B;19872;1943041,76
BP0004658;A01;OA0000744;17/03/2021;40;NSAI0804302B;30489;1943041,76
BP0004658;A01;OA0000744;17/03/2021;50;NSAI0804302B;37161;1943041,76
BP0004658;A01;OA0000744;17/03/2021;60;NSAI0804302B;190798;1943041,76
BP0004658;A01;OA0000744;17/03/2021;70;NSAI1004302B;15317;1943041,76
BP0004658;A01;OA0000744;17/03/2021;80;NSAI1004302B;19576;1943041,76
BP0004658;A01;OA0000744;17/03/2021;90;NSAI1004302B;57158;1943041,76
BP0004658;A01;OA0000744;17/03/2021;100;NSAI1204302B;57736;1943041,76
BP0004658;A01;OA0000744;17/03/2021;110;NSAI1204302B;135120;1943041,76
BP0004658;A01;OA0000744;17/03/2021;120;NSAI1204302B;38998;1943041,76
BP0004658;A01;OA0000744;17/03/2021;130;NSAI1504302B;79320;1943041,76
BP0004658;A01;OA0000744;17/03/2021;140;NSAI1504302B;98320;1943041,76
BP0004658;A01;OA0000744;17/03/2021;150;NSAI2004302B;62572;1943041,76
BP0004658;A01;OA0000744;17/03/2021;160;NSAI2004302B;75080;1943041,76
BP0004658;A01;OA0000744;17/03/2021;170;NSAI2504302B;61890;1943041,76
BP0004658;A01;OA0000744;17/03/2021;180;NSAI3004302B;14419;1943041,76
BP0004658;A01;OA0000744;17/03/2021;190;NSAI3004302B;19607;1943041,76
BP0004658;A01;OA0000744;17/03/2021;200;NSAI3004302B;19126;1943041,76
BP0004658;A01;OA0000744;17/03/2021;210;NSAI060430BA;17480;1943041,76
BP0004658;A01;OA0000744;17/03/2021;220;NSAI070430BA;18269;1943041,76
BP0004658;A01;OA0000744;17/03/2021;230;NSAI080430BA;30980;1943041,76
BP0004658;A01;OA0000744;17/03/2021;240;NSAI080430BA;76490;1943041,76
BP0004658;A01;OA0000744;17/03/2021;250;NSAI150430BA;30220;1943041,76
BP0004658;A01;OA0000744;17/03/2021;260;NSAI150430BA;39317;1943041,76
BP0004658;A01;OA0000744;17/03/2021;270;NSAI200430BA;14807;1943041,76
BP0004658;A01;OA0000744;17/03/2021;280;NSAI200430BA;37253;1943041,76
BP0004448;A01;OA0000745;17/03/2021;10;NSZV060D1SS1;56050;29426,25
BP0002014;A01;OA0000746;17/03/2021;10;NSAI080304BA;8996;26088,4
BP0001104;A01;OA0000747;17/03/2021;10;FOAI10M304F1;15076;49000
BP0001104;A01;OA0000747;17/03/2021;20;FOAI800304F1;5185;49000
BP0005314;A01;OA0000748;17/03/2021;10;NSAI0803042B;106040;1108800
BP0005314;A01;OA0000748;17/03/2021;20;NSAI1203042B;0;1108800
BP0005314;A01;OA0000748;17/03/2021;30;NSAI1503042B;0;1108800
BP0005314;A01;OA0000748;17/03/2021;40;NSAI2003042B;0;1108800
BP0005314;A01;OA0000748;17/03/2021;50;NSAI3003042B;9400;1108800
BP0001104;A01;OA0000750;18/03/2021;10;FOAI4003162B;633;2432
BP0006214;A01;OA0000751;18/03/2021;10;NSAZ055D1;92700;87178,5
BP0006214;A01;OA0000751;18/03/2021;20;NSAZ060D1;109360;87178,5
BP0004224;A02;OA0000752;18/03/2021;10;XXLUOILSEC248;400;2544
BP0004224;A02;OA0000752;18/03/2021;20;XXLUOILSEC248;200;2544
BP0003653;A01;OA0000753;18/03/2021;10;NSCU048DSCR;12489;1425340,77
BP0003653;A01;OA0000753;18/03/2021;20;NSCU055DSCR;13376;1425340,77
BP0003653;A01;OA0000753;18/03/2021;30;NSCU058DSCR;51180;1425340,77
BP0003653;A01;OA0000753;18/03/2021;40;NSCU060DSCR;10082;1425340,77
BP0003653;A01;OA0000753;18/03/2021;50;NSCU060DSCR;170074;1425340,77
BP0003653;A01;OA0000753;18/03/2021;60;NSCU100DSCR;4946;1425340,77
BP0003653;A01;OA0000753;18/03/2021;70;NSCU080DSCR;13113;1425340,77
BP0003653;A01;OA0000753;18/03/2021;80;NSCU058DSCR;12973;1425340,77
BP0003653;A01;OA0000753;18/03/2021;90;NSCU050DSCR;5398;1425340,77
BP0003735;A01;OA0000754;18/03/2021;20;NSAV080B91L;41106;464384,46
BP0003735;A01;OA0000754;18/03/2021;30;NSAV100B91L;38650;464384,46
BP0003735;A01;OA0000754;18/03/2021;40;NSAV080NE1L;13802;464384,46
BP0003735;A01;OA0000754;18/03/2021;50;NSAV100G71L;5420;464384,46
BP0003735;A01;OA0000754;18/03/2021;60;NSAV100G71L;13438;464384,46
BP0003735;A01;OA0000754;18/03/2021;70;NSAV080GA1L;35100;464384,46
BP0003735;A01;OA0000754;18/03/2021;80;NSAV100GA1L;5434;464384,46
BP0003735;A01;OA0000754;18/03/2021;90;NSAV100GA1L;40848;464384,46
BP0003735;A01;OA0000754;18/03/2021;100;NSAV100SI1L;21424;464384,46
BP0003735;A01;OA0000754;18/03/2021;110;NSAV100SI1L;13262;464384,46
BP0003735;A01;OA0000754;18/03/2021;130;NSAV100VE1L;6136;464384,46
BP0003130;A01;OA0000755;18/03/2021;10;NSAV100BG2L;19998;72518,15
BP0003130;A01;OA0000755;18/03/2021;20;NSAV100BG2L;13128;72518,15
BP0000610;A02;OA0000757;18/03/2021;10;ACCAVGOG7100F3;60;104,64
BP0002105;A02;OA0000758;19/03/2021;10;XXIMLEEURO;306;7542
BP0002105;A02;OA0000758;19/03/2021;20;XXIMLEEURO;300;7542
BP0002105;A02;OA0000758;19/03/2021;30;XXIMLEEURO;392;7542
BP0002105;A02;OA0000759;19/03/2021;10;XXIMLEFO125X200;194;7160
BP0002105;A02;OA0000759;19/03/2021;20;XXIMLEFO125X300;229;7160
BP0005974;A01;OA0000761;19/03/2021;10;NSAI0804302B;84980;489840,4
BP0005974;A01;OA0000761;19/03/2021;20;NSAI1204302B;78940;489840,4
BP0005974;A01;OA0000761;19/03/2021;30;NSAI1504302B;20560;489840,4
BP0005974;A01;OA0000761;19/03/2021;40;NSAI2004302B;81760;489840,4
BP0005974;A01;OA0000761;19/03/2021;50;NSAI0804302B;20180;489840,4
BP0005974;A01;OA0000761;19/03/2021;60;NSAI1004302B;38800;489840,4
BP0005974;A01;OA0000761;19/03/2021;70;NSAI150430BA;24810;489840,4
BP0005974;A01;OA0000761;19/03/2021;80;NSAI200430BA;18760;489840,4
BP0005974;A01;OA0000761;19/03/2021;90;NSAI1204302B;20510;489840,4
BP0005974;A01;OA0000761;19/03/2021;100;NSAI2004302B;35460;489840,4
BP0005974;A01;OA0000761;19/03/2021;110;NSAI1204302B;7710;489840,4
BP0006250;A02;OA0000763;22/03/2021;10;XXIMADET15X10XS;300000;2910
BP0004182;A02;OA0000764;22/03/2021;10;XXIMPP145X270;2500;21100
BP0004182;A02;OA0000764;22/03/2021;20;XXIMPP170X320;5000;21100
BP0004229;A01;OA0000765;22/03/2021;10;NSAI060304BA;62750;198896,15
BP0004229;A01;OA0000765;22/03/2021;20;NSAI150304BA;33290;198896,15
BP0004229;A01;OA0000765;22/03/2021;30;NSAI150304BA;15420;198896,15
BP0000610;A02;OA0000767;23/03/2021;10;ACCZVBABG100PA;20;176,6
BP0000610;A02;OA0000767;23/03/2021;20;ACCAVGOG7100;100;176,6
BP0004182;A02;OA0000768;23/03/2021;10;XXIMPP150X300;4000;10940
BP0004182;A02;OA0000768;23/03/2021;20;XXIMPP110X12;10000;10940
BP0000534;A01;OA0000769;23/03/2021;10;NSAI035430BA;11670;18672
BP0004445;A01;OA0000770;23/03/2021;10;NSAI1003042B;18071;435477,34
BP0004445;A01;OA0000770;23/03/2021;20;NSAI1003042B;19841;435477,34
BP0004445;A01;OA0000770;23/03/2021;30;NSAI1203042B;19991;435477,34
BP0004445;A01;OA0000770;23/03/2021;40;NSAI1503042B;69424;435477,34
BP0004445;A01;OA0000770;23/03/2021;50;NSAI1503042B;38542;435477,34
BP0004445;A01;OA0000770;23/03/2021;60;NSAI2003042B;37365;435477,34
BP0000855;A02;OA0000771;24/03/2021;10;XXIMPEL-FUORI-STANDARD;?;1140
BP0003416;A01;OA0000772;24/03/2021;10;NSCU060DSCR;11638;205494,38
BP0003416;A01;OA0000772;24/03/2021;20;NSCU080DSCR;24536;205494,38
BP0004197;A01;OA0000773;24/03/2021;10;FOAV100CS1P;1098;3886,08
BP0004776;A02;OA0000774;24/03/2021;10;XXIMCAKRAFT1250;5899;8540
BP0004776;A02;OA0000774;24/03/2021;20;XXIMCAKRAFT0870;2172;8540
BP0005438;A01;OA0000775;25/03/2021;10;NSAI200304PS2B;20570;50600
BP0001520;A01;OA0000776;25/03/2021;10;NSAI0404302B;5159;10600
BP0004881;A01;OA0000777;25/03/2021;10;NSZN080D1275;8870;5792,11
BP0003672;A02;OA0000778;25/03/2021;10;XXIMPET19X13;52680;2428,55
BP0003672;A02;OA0000779;25/03/2021;10;XXIMPET19X08;38500;1234,8
BP0003969;A02;OA0000780;26/03/2021;10;XXIMPEL-FUORI-STANDARD;?;1326
BP0001338;A01;OA0000781;29/03/2021;10;NFAL080F3P5;1809,166667;39077,5
BP0001338;A01;OA0000781;29/03/2021;20;NFAL100F3P5;390,2851852;39077,5
BP0001338;A01;OA0000781;29/03/2021;30;NFZV055D1TM-F5P7;475,9287532;39077,5
BP0001338;A01;OA0000781;29/03/2021;40;NFZV055D1GA-F5P7;268,4825353;39077,5
BP0001338;A01;OA0000781;29/03/2021;50;NFZV055D1SI-F5P7;121,6863289;39077,5
BP0001338;A01;OA0000781;29/03/2021;60;NFZN055D1F5P7;110,0971548;39077,5
BP0002105;A02;OA0000782;29/03/2021;10;XXIMLECORNICIMI;200;7433
BP0002105;A02;OA0000782;29/03/2021;20;XXIMLEFO125X500;32;7433
BP0002105;A02;OA0000782;29/03/2021;30;XXIMLEFO150X250;146;7433
BP0002105;A02;OA0000782;29/03/2021;40;XXIMLEFO150X500;20;7433
BP0004658;A01;OA0000783;29/03/2021;10;NSAI0804302B;30633;1445013,1
BP0004658;A01;OA0000783;29/03/2021;20;NSAI0804302B;182808;1445013,1
BP0004658;A01;OA0000783;29/03/2021;30;NSAI0804302B;38156;1445013,1
BP0004658;A01;OA0000783;29/03/2021;40;NSAI1004302B;32424;1445013,1
BP0004658;A01;OA0000783;29/03/2021;50;NSAI1004302B;19840;1445013,1
BP0004658;A01;OA0000783;29/03/2021;60;NSAI1204302B;136956;1445013,1
BP0004658;A01;OA0000783;29/03/2021;70;NSAI1204302B;36329;1445013,1
BP0004658;A01;OA0000783;29/03/2021;80;NSAI1504302B;18477;1445013,1
BP0004658;A01;OA0000783;29/03/2021;90;NSAI1504302B;32623;1445013,1
BP0004658;A01;OA0000783;29/03/2021;100;NSAI2004302B;15685;1445013,1
BP0004658;A01;OA0000783;29/03/2021;110;NSAI2004302B;19364;1445013,1
BP0004658;A01;OA0000783;29/03/2021;120;NSAI2004302B;73614;1445013,1
BP0004658;A01;OA0000783;29/03/2021;130;NSAI2504302B;18940;1445013,1
BP0004658;A01;OA0000783;29/03/2021;140;NSAI3004302B;183658;1445013,1
BP0004658;A01;OA0000783;29/03/2021;150;NSAI080430BA;19274;1445013,1
BP0004658;A01;OA0000783;29/03/2021;160;NSAI100430BA;15640;1445013,1
BP0004658;A01;OA0000783;29/03/2021;170;NSAI100430BA;19241;1445013,1
BP0004658;A01;OA0000783;29/03/2021;180;NSAI120430BA;18881;1445013,1
BP0004658;A01;OA0000783;29/03/2021;190;NSAI150430BA;37508;1445013,1
BP0004658;A01;OA0000783;29/03/2021;200;NSAI150430BA;15076;1445013,1
BP0004658;A01;OA0000783;29/03/2021;210;NSAI200430BA;15361;1445013,1
BP0004658;A01;OA0000783;29/03/2021;220;NSAI200430BA;34786;1445013,1
BP0003425;A02;OA0000784;29/03/2021;10;XXIMCAANIMA100;2016;4008
BP0002923;A02;OA0000785;29/03/2021;10;XXIMPE200BALL;?;6087,6
BP0002923;A02;OA0000785;29/03/2021;20;XXIMES50A;1563;6087,6
BP0002923;A02;OA0000785;29/03/2021;30;XXIMES50A;509;6087,6
BP0003653;A01;OA0000786;30/03/2021;10;NSCU100DCOT;3204;28643,76
BP0004984;A01;OA0000787;30/03/2021;10;NSAL06010500;527;3716
BP0004984;A01;OA0000787;30/03/2021;20;NSAL06010500;554;3716
BP0004984;A01;OA0000787;30/03/2021;30;XXIMLEROTOLI;2;3716
BP0003419;A01;OA0000788;31/03/2021;10;NSZV080D1CS1;5100;7385
BP0003419;A01;OA0000788;31/03/2021;20;XXIMLEROTOLI;1;7385
BP0005438;A01;OA0000789;31/03/2021;10;NSAI1503042B;148118;540700,03
BP0005438;A01;OA0000789;31/03/2021;20;NSAI2003042B;128070;540700,03
BP0005438;A01;OA0000789;31/03/2021;30;NSAI3003042B;48034;540700,03
BP0005438;A01;OA0000790;31/03/2021;10;NSAI0803042B;23056;1390100,06
BP0005438;A01;OA0000790;31/03/2021;20;NSAI1003042B;162230;1390100,06
BP0005438;A01;OA0000790;31/03/2021;30;NSAI1203042B;91882;1390100,06
BP0005438;A01;OA0000790;31/03/2021;40;NSAI1503042B;180398;1390100,06
BP0005438;A01;OA0000790;31/03/2021;50;NSAI2003042B;160436;1390100,06
BP0005438;A01;OA0000790;31/03/2021;60;NSAI3003042B;61242;1390100,06
BP0001372;A01;OA0000791;31/03/2021;10;NSAV070BR2L;16004;92153,18
BP0001372;A01;OA0000791;31/03/2021;20;NSAV065GR2L;2847;92153,18
BP0001372;A01;OA0000791;31/03/2021;30;NSAV080GR2L;2441;92153,18
BP0001372;A01;OA0000791;31/03/2021;40;NSAV070GA2L;2893;92153,18
BP0001372;A01;OA0000791;31/03/2021;50;NSAV070GA2L;3239;92153,18
BP0001372;A01;OA0000791;31/03/2021;60;NSAV070TM2L;2664;92153,18
BP0001372;A01;OA0000791;31/03/2021;70;NSAV070TM2L;5571;92153,18
BP0002105;A02;OA0000793;01/04/2021;10;XXIMLEROTEXTRA;530;14966
BP0002105;A02;OA0000793;01/04/2021;20;XXIMLEFO150X300;400;14966
BP0005281;A01;OA0000794;01/04/2021;10;NSAI0603162B;14520;950942,21
BP0005281;A01;OA0000794;01/04/2021;20;NSAI0603162B;15166;950942,21
BP0005281;A01;OA0000794;01/04/2021;30;NSAI0803162B;13992;950942,21
BP0005281;A01;OA0000794;01/04/2021;40;NSAI1203162B;18292;950942,21
BP0005281;A01;OA0000794;01/04/2021;50;NSAI1503162B;62052;950942,21
BP0005281;A01;OA0000794;01/04/2021;60;NSAI1503162B;32401;950942,21
BP0005281;A01;OA0000794;01/04/2021;70;NSAI2503162B;30806;950942,21
BP0005281;A01;OA0000794;01/04/2021;80;NSAI3003162B;40614;950942,21
BP0005281;A01;OA0000794;01/04/2021;90;NSAI040316BA;14132;950942,21
BP0005281;A01;OA0000794;01/04/2021;100;NSAI050316BA;82536;950942,21
BP0005281;A01;OA0000794;01/04/2021;110;NSAI050316BA;14958;950942,21
BP0000563;A02;OA0000795;01/04/2021;10;XXNA1600X280018;49;13473,5
BP0000563;A02;OA0000795;01/04/2021;20;XXNA1600X280040;79;13473,5
BP0000563;A02;OA0000795;01/04/2021;30;XXNA1600X28ZI32;59;13473,5
BP0000563;A02;OA0000795;01/04/2021;40;XXNA1600X28CS24;265;13473,5
BP0000563;A02;OA0000795;01/04/2021;50;XXNA1600X28CS18;233;13473,5
BP0004300;A02;OA0000796;06/04/2021;10;XXIMFE11X12PM;100;132
BP0004881;A01;OA0000797;06/04/2021;10;NSZN055D1100;55640;601177,88
BP0004881;A01;OA0000797;06/04/2021;20;NSZN060D1100;61520;601177,88
BP0004881;A01;OA0000797;06/04/2021;30;NSZN060D1100;65800;601177,88
BP0004881;A01;OA0000797;06/04/2021;40;NSZN060D1100;57840;601177,88
BP0004881;A01;OA0000797;06/04/2021;50;NSZN070D1100;59980;601177,88
BP0004881;A01;OA0000797;06/04/2021;60;NSZN080D1100;74140;601177,88
BP0004881;A01;OA0000797;06/04/2021;70;NSZN080D1100;42320;601177,88
BP0004881;A01;OA0000797;06/04/2021;80;NSZN080D1100;47060;601177,88
BP0004881;A01;OA0000797;06/04/2021;90;NSZN100D1100;82820;601177,88
BP0004881;A01;OA0000797;06/04/2021;100;NSZN100D1100;81360;601177,88
BP0004881;A01;OA0000797;06/04/2021;110;NSZN120D1100;28840;601177,88
BP0004881;A01;OA0000797;06/04/2021;120;NSZN120D1100;71560;601177,88
BP0004881;A01;OA0000797;06/04/2021;130;NSZN150D1100;44620;601177,88
BP0004881;A01;OA0000797;06/04/2021;140;NSZN150D1100;93200;601177,88
