0400 - Fornitore;t_cotp;NrOdA;t_odat;t_pono;t_item;4050 - Qta Ordinata (kg);4050 - Importo Ordinato
BP0000534;A01;OA0001457;25/11/2021;10;NSAI040430BA;9099;72060,1
BP0000534;A01;OA0001457;25/11/2021;20;NSAI040430BA;6490;72060,1
BP0000534;A01;OA0001457;25/11/2021;30;NSAI040430BA;5442;72060,1
BP0000534;A01;OA0001457;25/11/2021;40;NSAI040430BA;3745;72060,1
BP0004896;A01;OA0001458;25/11/2021;10;NSAI040304BA;3350;12395
BP0001520;A01;OA0001459;25/11/2021;10;NSAI050439FTE;48340;208509,28
BP0001520;A01;OA0001459;25/11/2021;20;NSAI050439FTE;31440;208509,28
BP0001520;A01;OA0001459;25/11/2021;30;NSAI050439FTE;5140;208509,28
BP0004896;A01;OA0001460;25/11/2021;10;NSAI040430BA;4793;49568,9
BP0004896;A01;OA0001460;25/11/2021;20;NSAI040430BA;4325;49568,9
BP0004896;A01;OA0001460;25/11/2021;30;NSAI040304BA;3264;49568,9
BP0004896;A01;OA0001460;25/11/2021;40;NSAI040304BA;1015;49568,9
BP0005438;A01;OA0001461;26/11/2021;10;NSAI200304BA;0;473400
BP0005438;A01;OA0001461;26/11/2021;20;NSAI200304BA;0;473400
BP0005438;A01;OA0001461;26/11/2021;30;NSAI1503162B;0;473400
BP0005438;A01;OA0001461;26/11/2021;40;NSAI200430BA;0;473400
BP0005438;A01;OA0001461;26/11/2021;50;NSAI200430BA;0;473400
BP0005438;A01;OA0001462;26/11/2021;10;FOAI4003042B;0;271200
BP0005438;A01;OA0001462;26/11/2021;20;FOAI6003042B;0;271200
BP0005438;A01;OA0001462;26/11/2021;30;FOAI5003042B;0;271200
BP0006312;A01;OA0001463;26/11/2021;10;NSZN060D1100;0;568840
BP0006312;A01;OA0001463;26/11/2021;20;NSZN060D1100;0;568840
BP0006312;A01;OA0001463;26/11/2021;30;NSZN080D1100;0;568840
BP0006312;A01;OA0001463;26/11/2021;40;NSZN100D1100;0;568840
BP0006312;A01;OA0001463;26/11/2021;50;NSZN100D1100;0;568840
BP0006312;A01;OA0001463;26/11/2021;60;NSZN100D1100;0;568840
BP0006312;A01;OA0001463;26/11/2021;70;NSZN200D1100;0;568840
BP0006312;A01;OA0001463;26/11/2021;80;NSZN200D1100;0;568840
BP0006312;A01;OA0001464;26/11/2021;10;NSZN060D1200;0;144240
BP0006312;A01;OA0001464;26/11/2021;20;NSZN070D1200;0;144240
BP0006312;A01;OA0001464;26/11/2021;30;NSZN075D1200;0;144240
BP0006312;A01;OA0001465;26/11/2021;10;NSZN075D1275;0;467840
BP0006312;A01;OA0001465;26/11/2021;20;NSZN075D1275;0;467840
BP0006312;A01;OA0001465;26/11/2021;30;NSZN080D1275;0;467840
BP0006312;A01;OA0001465;26/11/2021;40;NSZN100D1275;0;467840
BP0006312;A01;OA0001465;26/11/2021;50;NSZN100D1275;0;467840
BP0006312;A01;OA0001465;26/11/2021;60;NSZN150D1275;0;467840
BP0006312;A01;OA0001465;26/11/2021;70;NSZN300D1275;0;467840
BP0003425;A02;OA0001466;30/11/2021;10;XXIMCAANIMA100;0;6167,4
BP0003425;A02;OA0001466;30/11/2021;20;XXIMCAANIMA500;0;6167,4
BP0004281;A02;OA0001467;30/11/2021;10;XXIMPOLIST;0;3168
BP0002105;A02;OA0001468;30/11/2021;10;XXIMLECORNICI;0;15150
BP0002105;A02;OA0001468;30/11/2021;20;XXIMLEROTEXTRA;551;15150
BP0002105;A02;OA0001468;30/11/2021;30;XXIMLEFO100X400;70;15150
BP0002105;A02;OA0001468;30/11/2021;40;XXIMLEFO150X250;115;15150
BP0003442;A01;OA0001469;01/12/2021;10;NSAI120304PS2B;5352;68030,8
BP0003442;A01;OA0001469;01/12/2021;20;NSAI040304BA;1328;68030,8
BP0003442;A01;OA0001469;01/12/2021;30;NSAI3003042B;3130;68030,8
BP0003442;A01;OA0001469;01/12/2021;40;NSAI120304PS2B;1324;68030,8
BP0003442;A01;OA0001469;01/12/2021;50;NSAI150304PS2B;2628;68030,8
BP0003442;A01;OA0001469;01/12/2021;60;NSAI060304TL;2188;68030,8
BP0003442;A01;OA0001469;01/12/2021;70;NSAI110304PS2B;3896;68030,8
BP0003442;A01;OA0001469;01/12/2021;80;NSAI0903042B;396;68030,8
BP0003442;A01;OA0001469;01/12/2021;90;NSAI0903042B;1115;68030,8
BP0003442;A01;OA0001469;01/12/2021;100;NSAI1003042D;1762;68030,8
BP0003242;A01;OA0001470;01/12/2021;10;NSAL1503005H12;0;66944
BP0002105;A02;OA0001471;01/12/2021;10;XXIMLEEURO;30;260
BP0004594;A01;OA0001472;02/12/2021;10;NSAL0503105H16;0;0
BP0004594;A01;OA0001472;02/12/2021;20;NSAL0603105H16;0;0
BP0004594;A01;OA0001472;02/12/2021;30;NSAL0803105H16;0;0
BP0004594;A01;OA0001472;02/12/2021;40;NSAL1003105H24;0;0
BP0004594;A01;OA0001473;02/12/2021;10;NSAV070GA2L;0;0
BP0004594;A01;OA0001473;02/12/2021;20;NSAV070GA2L;0;0
BP0004594;A01;OA0001473;02/12/2021;30;NSAV070TM2L;0;0
BP0004594;A01;OA0001473;02/12/2021;40;NSAV070TM2L;0;0
BP0004594;A01;OA0001473;02/12/2021;50;NSAV100GA2L;0;0
BP0004594;A01;OA0001473;02/12/2021;60;NSAV100GA2L;0;0
BP0004594;A01;OA0001473;02/12/2021;70;NSAV100TM2L;0;0
BP0004594;A01;OA0001473;02/12/2021;80;NSAV100TM2L;0;0
BP0004594;A01;OA0001473;02/12/2021;90;NSAV100TM2L;0;0
BP0003130;A01;OA0001474;02/12/2021;10;NSAV100BG2L;0;0
BP0002519;A01;OA0001475;02/12/2021;10;NSAI0803042B;0;60700
BP0002519;A01;OA0001475;02/12/2021;20;NSAI1003042B;0;60700
BP0002519;A01;OA0001475;02/12/2021;30;NSAI1503042B;0;60700
BP0002519;A01;OA0001475;02/12/2021;40;NSAI2003042B;0;60700
BP0002519;A01;OA0001475;02/12/2021;50;NSAI2003042B;0;60700
BP0002519;A01;OA0001475;02/12/2021;60;NSAI3003042B;0;60700
BP0006057;A02;OA0001476;02/12/2021;10;XXNA1600X28ZI32;20;352,5
BP0004450;A01;OA0001477;02/12/2021;10;TQAI120441256H;0;46350
BP0004450;A01;OA0001477;02/12/2021;20;TQAI100441206H;0;46350
BP0004448;A01;OA0001478;02/12/2021;10;NSZV055S25TM1;0;91740
BP0004448;A01;OA0001478;02/12/2021;20;NSZV055S25BG1;0;91740
BP0004224;A02;OA0001479;03/12/2021;10;XXLUOILSEC248;0;2640
BP0002105;A02;OA0001480;06/12/2021;10;XXIMLEEURO;20;260
BP0004448;A01;OA0001481;06/12/2021;10;NSZV120D1TM2;0;66015
BP0004448;A01;OA0001481;06/12/2021;20;NSZV120D1T82;0;66015
BP0001395;A02;OA0001482;07/12/2021;10;ACCCUGO08072E;0;3940
BP0001395;A02;OA0001482;07/12/2021;20;ACCCUGO08085E;0;3940
BP0001395;A02;OA0001482;07/12/2021;30;ACCCUGO10072E;0;3940
BP0001395;A02;OA0001482;07/12/2021;40;ACCAIGO10072E;0;3940
BP0004500;A01;OA0001483;07/12/2021;10;NSAI0503042B;0;1072170
BP0004500;A01;OA0001483;07/12/2021;20;NSAI0603042B;0;1072170
BP0004500;A01;OA0001483;07/12/2021;30;NSAI0703042B;0;1072170
BP0004500;A01;OA0001483;07/12/2021;40;NSAI0803042B;0;1072170
BP0004500;A01;OA0001483;07/12/2021;50;NSAI0503042B;0;1072170
BP0004500;A01;OA0001483;07/12/2021;60;NSAI0703042B;0;1072170
BP0004500;A01;OA0001483;07/12/2021;70;NSAI0803042B;0;1072170
BP0002105;A02;OA0001484;07/12/2021;10;XXIMLENAS1000;125;1116
BP0004109;A01;OA0001485;07/12/2021;10;XX_GASOLIO;8000;9888
BP0003938;A01;OA0001486;09/12/2021;10;NSAL1001050H24;0;0
BP0003938;A01;OA0001486;09/12/2021;20;NSAL1001050H24;0;0
BP0003938;A01;OA0001486;09/12/2021;30;NSAL1501050H24;0;0
BP0003938;A01;OA0001486;09/12/2021;40;NSAL1501050H24;0;0
BP0003938;A01;OA0001486;09/12/2021;50;NSAL2001050H24;0;0
BP0003938;A01;OA0001486;09/12/2021;60;NSAL2001050H24;0;0
BP0003938;A01;OA0001486;09/12/2021;70;NSAL0601050H24GOF;0;0
BP0003845;A02;OA0001487;09/12/2021;10;XXIMPETREGGIA;?;1831,2
BP0006057;A02;OA0001488;09/12/2021;10;XXRA1550X400AC;1;697,5
BP0004896;A01;OA0001489;09/12/2021;10;NSAI1504302B;3200;60960
BP0004896;A01;OA0001489;09/12/2021;20;NSAI1504302B;2080;60960
BP0004896;A01;OA0001489;09/12/2021;30;NSAI1504302B;2080;60960
BP0004896;A01;OA0001489;09/12/2021;40;NSAI1504302B;0;60960
BP0004896;A01;OA0001489;09/12/2021;50;NSAI1744392B;15150;60960
BP0001315;A01;OA0001490;10/12/2021;10;XXIMLEFO150X400;1;1338
BP0001315;A01;OA0001490;10/12/2021;20;XXIMLEFO125X400;27;1338
BP0001315;A01;OA0001491;10/12/2021;10;XXIMLEFO125X400;50;1450
BP0003942;A02;OA0001492;10/12/2021;10;XXIMLEEURO;0;1580
BP0003130;A01;OA0001493;10/12/2021;10;NSAL0701050H22;0;0
BP0003130;A01;OA0001493;10/12/2021;20;NSAL0701050H22;0;0
BP0003130;A01;OA0001493;10/12/2021;30;NSAL0801050H24GOF;0;0
BP0003130;A01;OA0001493;10/12/2021;40;NSAL1001050H24GOF;0;0
BP0003130;A01;OA0001493;10/12/2021;50;NSAL1001050H24;0;0
BP0003130;A01;OA0001494;10/12/2021;10;NSAL0801050H24GOF;0;0
BP0003130;A01;OA0001494;10/12/2021;20;NSAL1501050H24;0;0
BP0003130;A01;OA0001494;10/12/2021;30;NSAL1501050H24;0;0
BP0003130;A01;OA0001494;10/12/2021;40;NSAL2001050H24;0;0
BP0003130;A01;OA0001494;10/12/2021;50;NSAL2001050H24;0;0
BP0003130;A01;OA0001494;10/12/2021;60;NSAL2001050H24;0;0
BP0003130;A01;OA0001494;10/12/2021;70;NSAL3001050H24;0;0
BP0002519;A01;OA0001495;10/12/2021;10;NSAI2004302B;0;0
BP0002519;A01;OA0001495;10/12/2021;20;NSAI2504302B;0;0
BP0002519;A01;OA0001495;10/12/2021;30;NSAI3004302B;0;0
BP0005438;A01;OA0001497;10/12/2021;10;NSAI0404412B;0;74400
BP0005438;A01;OA0001498;10/12/2021;10;NSAI0404412B;0;349000
BP0005438;A01;OA0001499;10/12/2021;10;NSAI080304BA;0;484600
BP0005438;A01;OA0001499;10/12/2021;20;NSAI150304BA;0;484600
BP0005438;A01;OA0001499;10/12/2021;30;NSAI200304BA;0;484600
BP0005438;A01;OA0001499;10/12/2021;40;NSAI150430BA;0;484600
BP0005438;A01;OA0001499;10/12/2021;50;NSAI200430BA;0;484600
BP0006057;A02;OA0001500;13/12/2021;10;XXNA1600X28CS18;139;3066
BP0005438;A01;OA0001501;13/12/2021;10;NSAI0403042B;20440;77500
BP0005438;A01;OA0001502;14/12/2021;10;NSAI0503042D;0;268200
BP0000610;A02;OA0001503;14/12/2021;10;ACCZNGO08072A;500;0
BP0000610;A02;OA0001503;14/12/2021;20;ACCZNGO10072A;700;0
BP0000610;A02;OA0001503;14/12/2021;30;ACCZNGO12072A;208;0
BP0001520;A01;OA0001504;14/12/2021;10;NSAI050439FTE;0;535000
BP0001520;A01;OA0001504;14/12/2021;20;NSAI050439FTE;0;535000
BP0001520;A01;OA0001504;14/12/2021;30;NSAI050439FTE;0;535000
BP0001520;A01;OA0001504;14/12/2021;40;NSAI050439FTE;0;535000
BP0001520;A01;OA0001504;14/12/2021;50;NSAI050439FTE;0;535000
BP0003969;A02;OA0001505;14/12/2021;10;XXIMPEL1250LBMA;NaN;7100
BP0006529;A01;OA0001506;15/12/2021;10;NSAL0503105H16;20085;80340
BP0001372;A01;OA0001508;15/12/2021;10;NSAV080BG2L;0;0
BP0001372;A01;OA0001508;15/12/2021;20;NSAV100BG2L;0;0
BP0001372;A01;OA0001508;15/12/2021;30;NSAV100BG2L;0;0
BP0002050;A01;OA0001509;15/12/2021;10;NSAI0604302B;0;52980
BP0002050;A01;OA0001509;15/12/2021;20;NSAI120430BA;0;52980
BP0006381;A01;OA0001510;15/12/2021;10;NSAV150B91L-3G;0;0
BP0006381;A01;OA0001510;15/12/2021;20;NSAV150B91L-3G;0;0
BP0006381;A01;OA0001510;15/12/2021;30;NSAV080B91L;0;0
BP0006381;A01;OA0001510;15/12/2021;40;NSAV080G71L;0;0
BP0006381;A01;OA0001510;15/12/2021;50;NSAV080GA1L;0;0
BP0006381;A01;OA0001510;15/12/2021;60;NSAV080RS2L;0;0
BP0006381;A01;OA0001510;15/12/2021;70;NSAV080RS2L;0;0
BP0006381;A01;OA0001510;15/12/2021;80;NSAV080SI1L;0;0
BP0006381;A01;OA0001510;15/12/2021;90;NSAV100B91L;0;0
BP0006381;A01;OA0001510;15/12/2021;100;NSAV100G71L;0;0
BP0006381;A01;OA0001510;15/12/2021;110;NSAV100G71L;0;0
BP0006381;A01;OA0001510;15/12/2021;120;NSAV100GA1L;0;0
BP0006381;A01;OA0001510;15/12/2021;130;NSAV100GA1L;0;0
BP0006381;A01;OA0001510;15/12/2021;140;NSAV100NE1L;0;0
BP0006381;A01;OA0001510;15/12/2021;150;NSAV100RS2L;0;0
BP0006381;A01;OA0001510;15/12/2021;160;NSAV100SI2L;0;0
BP0003130;A01;OA0001511;15/12/2021;10;NSAV100BG2L;0;0
BP0006530;A01;OA0001512;15/12/2021;10;NSAI0602012B;0;184000
BP0005438;A01;OA0001513;15/12/2021;10;NSAI080430BA;15637;69501,5
BP0005438;A01;OA0001513;15/12/2021;20;NSAI100430BA;8505;69501,5
BP0002105;A02;OA0001514;16/12/2021;10;XXIMLENAS120X120;25;537,5
BP0003242;A01;OA0001515;16/12/2021;10;NSAL0453105H16;0;0
BP0003242;A01;OA0001515;16/12/2021;20;NSAL0703105H16;0;0
BP0003242;A01;OA0001515;16/12/2021;30;NSAL1003105H16;0;0
BP0003242;A01;OA0001515;16/12/2021;40;NSAL1003105H24;0;0
BP0003242;A01;OA0001515;16/12/2021;50;NSAL1505754H111;0;0
BP0003242;A01;OA0001515;16/12/2021;60;NSAL2005754H111;0;0
BP0003242;A01;OA0001515;16/12/2021;70;NSAL4005754H111;0;0
BP0003242;A01;OA0001516;16/12/2021;10;NSAL0405083H24;0;149900
BP0003242;A01;OA0001516;16/12/2021;20;NSAL0405083H24;0;149900
BP0003242;A01;OA0001516;16/12/2021;30;NSAL0405083H24;0;149900
BP0004445;A01;OA0001517;16/12/2021;10;NSAI0403042B;0;846500
BP0004445;A01;OA0001517;16/12/2021;20;NSAI0503042B;0;846500
BP0004445;A01;OA0001517;16/12/2021;30;NSAI0603042B;0;846500
BP0004445;A01;OA0001517;16/12/2021;40;NSAI0703042B;0;846500
BP0004445;A01;OA0001517;16/12/2021;50;NSAI1003042B;0;846500
BP0004445;A01;OA0001517;16/12/2021;60;NSAI1503042B;0;846500
BP0004199;A01;OA0001518;16/12/2021;10;NSAI0804302B;0;1360600
BP0004199;A01;OA0001518;16/12/2021;20;NSAI1004302B;0;1360600
BP0004199;A01;OA0001518;16/12/2021;30;NSAI1504302B;0;1360600
BP0004199;A01;OA0001518;16/12/2021;40;NSAI1504302B;0;1360600
BP0004199;A01;OA0001518;16/12/2021;50;NSAI2004302B;0;1360600
BP0004199;A01;OA0001518;16/12/2021;60;NSAI2504302B;0;1360600
BP0004199;A01;OA0001518;16/12/2021;70;NSAI2504302B;0;1360600
BP0004199;A01;OA0001518;16/12/2021;80;NSAI3004302B;0;1360600
BP0004199;A01;OA0001518;16/12/2021;90;NSAI3004302B;0;1360600
BP0004199;A01;OA0001518;16/12/2021;100;NSAI3004302B;0;1360600
BP0004199;A01;OA0001518;16/12/2021;110;NSAI080430BA;0;1360600
BP0004199;A01;OA0001518;16/12/2021;120;NSAI100430BA;0;1360600
BP0004199;A01;OA0001518;16/12/2021;130;NSAI120430BA;0;1360600
BP0004199;A01;OA0001518;16/12/2021;140;NSAI150430BA;0;1360600
BP0004199;A01;OA0001518;16/12/2021;150;NSAI200430BA;0;1360600
BP0002519;A01;OA0001519;17/12/2021;10;NSAI1003042B;0;191850
BP0002519;A01;OA0001519;17/12/2021;20;NSAI1503042B;0;191850
BP0002519;A01;OA0001519;17/12/2021;30;NSAI1503042B;0;191850
BP0002519;A01;OA0001519;17/12/2021;40;NSAI2003042B;0;191850
BP0002519;A01;OA0001519;17/12/2021;50;NSAI2503042B;0;191850
BP0002519;A01;OA0001519;17/12/2021;60;NSAI3003042B;0;191850
BP0002519;A01;OA0001519;17/12/2021;70;NSAI3003042B;0;191850
BP0003442;A01;OA0001520;17/12/2021;10;NSAI150304PS2B;4024;72241,6
BP0003442;A01;OA0001520;17/12/2021;20;NSAI150304PS2B;9837;72241,6
BP0003442;A01;OA0001520;17/12/2021;30;NSAI050304BA;2082;72241,6
BP0003442;A01;OA0001520;17/12/2021;40;NSAI090304BA;6316;72241,6
BP0003442;A01;OA0001520;17/12/2021;50;NSAI1003042D;1760;72241,6
BP0006421;A01;OA0001521;17/12/2021;10;CTCU;288696;1239516,28
BP0006421;A01;OA0001522;17/12/2021;10;CTCU;96028;412176
BP0004155;A02;OA0001524;17/12/2021;10;SN35;0;13740
BP0004155;A02;OA0001524;17/12/2021;20;SN50;0;13740
BP0004155;A02;OA0001524;17/12/2021;30;SN60;0;13740
BP0004445;A01;OA0001525;21/12/2021;10;NSAI070304BA;0;400600
BP0004445;A01;OA0001525;21/12/2021;20;NSAI080304BA;0;400600
BP0004445;A01;OA0001525;21/12/2021;30;NSAI120304BA;0;400600
BP0000610;A02;OA0001526;21/12/2021;10;ACCZNBA100SA;0;895,87
BP0000610;A02;OA0001526;21/12/2021;20;ACCZNBA080SA;0;895,87
BP0000610;A02;OA0001526;21/12/2021;30;ACCAVBABG080PA;0;895,87
BP0000610;A02;OA0001526;21/12/2021;40;ACCAVIOBGC120;0;895,87
BP0000610;A02;OA0001526;21/12/2021;50;ACCAVGOBG080;0;895,87
BP0005976;A01;OA0001527;21/12/2021;10;XXIMFETELAIO;10;4120
BP0005976;A01;OA0001527;21/12/2021;20;XXIMFETELAIO;10;4120
BP0005976;A01;OA0001527;21/12/2021;30;XXIMLE61X72X2;10;4120
BP0005976;A01;OA0001527;21/12/2021;40;XXIMLE61X72X2;7;4120
BP0005438;A01;OA0001528;21/12/2021;10;NSAI0603042B;0;706600
BP0005438;A01;OA0001528;21/12/2021;20;NSAI0803042B;0;706600
BP0005438;A01;OA0001528;21/12/2021;30;NSAI1503042B;0;706600
BP0005438;A01;OA0001528;21/12/2021;40;NSAI0503042B;0;706600
BP0005438;A01;OA0001529;21/12/2021;10;NSAI0503042B;0;435300
BP0005438;A01;OA0001529;21/12/2021;20;NSAI1003042B;0;435300
BP0005438;A01;OA0001529;21/12/2021;30;NSAI1203042B;0;435300
BP0005438;A01;OA0001529;21/12/2021;40;NSAI1503042B;0;435300
BP0005438;A01;OA0001530;21/12/2021;10;NSAI1503042B;0;1133350
BP0005438;A01;OA0001530;21/12/2021;20;NSAI2503042B;0;1133350
BP0005438;A01;OA0001530;21/12/2021;30;NSAI2503042B;0;1133350
BP0005438;A01;OA0001530;21/12/2021;40;NSAI070304BA;0;1133350
BP0005438;A01;OA0001530;21/12/2021;50;NSAI100304BA;0;1133350
BP0005438;A01;OA0001530;21/12/2021;60;NSAI1503162B;0;1133350
BP0005438;A01;OA0001530;21/12/2021;70;NSAI3003162B;0;1133350
BP0005438;A01;OA0001530;21/12/2021;80;NSAI050316BA;0;1133350
BP0003242;A01;OA0001531;21/12/2021;10;NSAL0665754H18;0;46300
BP0005438;A01;OA0001532;22/12/2021;10;NSAI080430BA;14756;66132,33
BP0005438;A01;OA0001532;22/12/2021;20;NSAI100430BA;8293;66132,33
BP0005420;A02;OA0001533;22/12/2021;10;XXIMCAKRAFT0870;0;35560
BP0005420;A02;OA0001533;22/12/2021;20;XXIMCAKRAFT1000;0;35560
BP0005420;A02;OA0001533;22/12/2021;30;XXIMCAKRAFT1250;0;35560
